Id,MSSubClass,MSZoning.FV,MSZoning.RH,MSZoning.RL,MSZoning.RM,LotFrontage,LotArea,Street.Pave,LotShape.IR2,LotShape.IR3,LotShape.Reg,LandContour.HLS,LandContour.Low,LandContour.Lvl,Utilities.NoSeWa,LotConfig.CulDSac,LotConfig.FR2,LotConfig.FR3,LotConfig.Inside,LandSlope.Mod,LandSlope.Sev,Neighborhood.Blueste,Neighborhood.BrDale,Neighborhood.BrkSide,Neighborhood.ClearCr,Neighborhood.CollgCr,Neighborhood.Crawfor,Neighborhood.Edwards,Neighborhood.Gilbert,Neighborhood.IDOTRR,Neighborhood.MeadowV,Neighborhood.Mitchel,Neighborhood.NAmes,Neighborhood.NoRidge,Neighborhood.NPkVill,Neighborhood.NridgHt,Neighborhood.NWAmes,Neighborhood.OldTown,Neighborhood.Sawyer,Neighborhood.SawyerW,Neighborhood.Somerst,Neighborhood.StoneBr,Neighborhood.SWISU,Neighborhood.Timber,Neighborhood.Veenker,Condition1.Feedr,Condition1.Norm,Condition1.PosA,Condition1.PosN,Condition1.RRAe,Condition1.RRAn,Condition1.RRNe,Condition1.RRNn,Condition2.Feedr,Condition2.Norm,Condition2.PosA,Condition2.PosN,Condition2.RRAe,Condition2.RRAn,Condition2.RRNn,BldgType.2fmCon,BldgType.Duplex,BldgType.Twnhs,BldgType.TwnhsE,HouseStyle.1.5Unf,HouseStyle.1Story,HouseStyle.2.5Fin,HouseStyle.2.5Unf,HouseStyle.2Story,HouseStyle.SFoyer,HouseStyle.SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle.Gable,RoofStyle.Gambrel,RoofStyle.Hip,RoofStyle.Mansard,RoofStyle.Shed,RoofMatl.CompShg,RoofMatl.Membran,RoofMatl.Metal,RoofMatl.Roll,RoofMatl.Tar.Grv,RoofMatl.WdShake,RoofMatl.WdShngl,Exterior1st.AsphShn,Exterior1st.BrkComm,Exterior1st.BrkFace,Exterior1st.CBlock,Exterior1st.CemntBd,Exterior1st.HdBoard,Exterior1st.ImStucc,Exterior1st.MetalSd,Exterior1st.Plywood,Exterior1st.Stone,Exterior1st.Stucco,Exterior1st.VinylSd,Exterior1st.Wd.Sdng,Exterior1st.WdShing,Exterior2nd.AsphShn,Exterior2nd.Brk.Cmn,Exterior2nd.BrkFace,Exterior2nd.CBlock,Exterior2nd.CmentBd,Exterior2nd.HdBoard,Exterior2nd.ImStucc,Exterior2nd.MetalSd,Exterior2nd.Other,Exterior2nd.Plywood,Exterior2nd.Stone,Exterior2nd.Stucco,Exterior2nd.VinylSd,Exterior2nd.Wd.Sdng,Exterior2nd.Wd.Shng,MasVnrArea,ExterQual,ExterCond,Foundation.CBlock,Foundation.PConc,Foundation.Slab,Foundation.Stone,Foundation.Wood,BsmtQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating.GasA,Heating.GasW,Heating.Grav,Heating.OthW,Heating.Wall,HeatingQC.Fa,HeatingQC.Gd,HeatingQC.Po,HeatingQC.TA,CentralAir.Y,Electrical.FuseF,Electrical.FuseP,Electrical.Mix,Electrical.SBrkr,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual.Fa,KitchenQual.Gd,KitchenQual.TA,TotRmsAbvGrd,Functional.Maj2,Functional.Min1,Functional.Min2,Functional.Mod,Functional.Sev,Functional.Typ,Fireplaces,GarageArea,GarageQual,PavedDrive.P,PavedDrive.Y,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType.Con,SaleType.ConLD,SaleType.ConLI,SaleType.ConLw,SaleType.CWD,SaleType.New,SaleType.Oth,SaleType.WD,SaleCondition.AdjLand,SaleCondition.Alloca,SaleCondition.Family,SaleCondition.Normal,SaleCondition.Partial,SalePrice
1350,70,0,0,0,1,50,5250,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1872,1987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,259,0,425,684,0,0,0,1,0,1,0,0,0,0,0,0,0,1,938,1215,205,2358,0,0,2,0,4,1,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,54,20,0,0,0,0,12,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,122000
1351,90,0,0,1,0,91,11643,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1969,1969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368,3,3,1,0,0,0,0,0,500,0,748,1248,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1338,1296,0,2634,1,1,2,2,6,2,0,0,1,12,0,0,0,0,0,1,0,968,9,0,1,0,0,0,0,0,0,0,8,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,2.00E+05
1352,60,0,0,1,0,70,9247,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,1962,1962,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318,3,3,1,0,0,0,0,0,319,0,539,858,1,0,0,0,0,0,0,0,0,1,0,0,0,1,858,858,0,1716,0,0,1,1,4,1,0,0,1,8,0,0,0,0,0,1,1,490,9,0,1,0,84,0,0,120,0,0,3,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,171000
1353,50,0,0,0,1,50,6000,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1937,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,698,698,1,0,0,0,0,0,0,0,1,1,0,0,0,1,786,390,0,1176,0,0,1,0,2,1,0,0,1,4,0,0,0,0,0,1,0,624,9,0,0,210,0,0,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,134900
1354,50,0,0,1,0,56,14720,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1995,1996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579,4,3,0,1,0,0,0,144,816,0,1217,2033,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2053,1185,0,3238,1,0,2,1,4,1,0,1,0,9,0,0,0,0,0,1,1,666,9,0,1,283,86,0,0,0,0,0,3,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,410000
1355,60,0,0,1,0,0,10316,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2000,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,735,0,257,992,1,0,0,0,0,0,0,0,0,1,0,0,0,1,992,873,0,1865,1,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,1,839,9,0,1,0,184,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,235000
1356,80,0,0,1,0,102,10192,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,1968,1992,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,3,3,1,0,0,0,0,0,0,0,570,570,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1222,698,0,1920,0,0,3,0,4,1,0,1,0,8,0,0,0,0,0,1,1,487,9,0,1,0,98,0,0,0,0,0,9,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,170000
1357,20,0,0,1,0,0,9477,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1966,1966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,3,3,1,0,0,0,0,0,340,0,524,864,1,0,0,0,0,0,0,0,1,1,0,0,0,1,892,0,0,892,0,0,1,0,3,1,0,0,1,5,0,0,0,0,0,1,0,264,9,0,1,0,0,0,0,0,0,0,10,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,110000
1358,20,0,0,1,0,0,12537,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1971,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,734,0,344,1078,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1078,0,0,1078,1,0,1,1,3,1,0,0,1,6,0,0,0,0,0,1,1,500,9,0,1,0,0,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,149900
1359,160,1,0,0,0,0,2117,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,5,2000,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216,4,3,0,1,0,0,0,0,378,0,378,756,1,0,0,0,0,0,0,0,0,1,0,0,0,1,769,804,0,1573,0,0,2,1,3,1,0,1,0,5,0,0,0,0,0,1,0,440,9,0,1,0,32,0,0,0,0,0,6,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,177500
1360,20,0,0,1,0,129,16737,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,2004,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,4,3,0,1,0,0,0,180,1447,0,533,1980,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1980,0,0,1980,1,0,2,0,3,1,0,0,0,8,0,0,0,0,0,1,1,770,9,0,1,194,45,0,0,0,0,0,9,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,315000
1361,70,0,0,1,0,51,9842,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,1921,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,612,612,1,0,0,0,0,0,0,0,0,1,0,0,0,1,990,1611,0,2601,0,0,3,1,4,1,0,0,1,8,0,0,0,0,0,1,0,621,9,0,1,183,0,301,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,189000
1362,20,0,0,1,0,124,16158,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2005,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,4,3,0,1,0,0,0,150,1274,0,256,1530,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1530,0,0,1530,1,0,2,0,3,1,0,1,0,7,0,0,0,0,0,1,1,430,9,0,1,168,36,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,260000
1363,50,0,0,1,0,0,12513,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1920,2007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,715,715,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1281,457,0,1738,0,0,2,0,4,1,0,0,1,7,0,0,0,0,0,1,1,368,9,0,1,55,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,104900
1364,60,0,0,1,0,73,8499,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,2006,2007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,616,616,1,0,0,0,0,0,0,0,0,1,0,0,0,1,616,796,0,1412,0,0,2,1,3,1,0,1,0,6,0,0,0,0,0,1,1,432,9,0,1,0,36,0,0,0,0,0,3,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,156932
1365,160,1,0,0,0,30,3180,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,5,2005,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,600,600,1,0,0,0,0,0,0,0,0,1,0,0,0,1,520,600,80,1200,0,0,2,1,2,1,0,1,0,4,0,0,0,0,0,1,0,480,9,0,1,0,166,0,0,0,0,0,4,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,144152
1366,60,1,0,0,0,0,7500,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2000,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,533,0,281,814,1,0,0,0,0,0,0,0,0,1,0,0,0,1,814,860,0,1674,1,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,0,663,9,0,1,0,96,0,0,0,0,0,1,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,216000
1367,60,0,0,1,0,68,9179,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1999,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,4,3,0,1,0,0,0,0,633,0,240,873,1,0,0,0,0,0,0,0,0,1,0,0,0,1,882,908,0,1790,1,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,0,588,9,0,1,0,88,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,193000
1368,160,0,0,0,1,41,2665,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,6,1977,1977,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,548,173,36,757,1,0,0,0,0,0,0,0,0,1,0,0,0,1,925,550,0,1475,0,0,2,0,4,1,0,0,1,6,0,0,0,0,0,1,1,336,9,0,1,104,26,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,127000
1369,120,0,0,0,1,0,4435,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,5,2003,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,4,3,0,1,0,0,0,144,685,0,163,848,1,0,0,0,0,0,0,0,0,1,0,0,0,1,848,0,0,848,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,1,0,420,9,0,1,140,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,144000
1370,20,0,0,1,0,48,10635,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2003,2003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171,4,3,0,1,0,0,0,576,370,972,315,1657,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1668,0,0,1668,1,0,2,0,3,1,0,1,0,8,0,0,0,0,0,1,1,502,9,0,1,0,262,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,232000
1371,50,0,0,1,0,90,5400,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1920,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,315,105,420,840,1,0,0,0,0,0,0,0,0,1,0,0,0,1,840,534,0,1374,0,0,1,0,2,1,0,0,1,6,0,0,0,0,0,1,0,338,9,0,1,0,0,198,0,0,0,0,10,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,105000
1372,80,0,0,1,0,80,9600,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1955,1996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,72,831,0,161,992,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1661,0,0,1661,1,0,1,0,3,1,0,1,0,8,0,0,0,0,0,1,1,377,9,0,1,0,28,0,0,178,0,0,10,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,165500
1373,60,0,0,1,0,75,9750,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,1998,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0,144,975,0,133,1108,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1108,989,0,2097,1,0,2,1,3,1,0,1,0,8,0,0,0,0,0,1,1,583,9,0,1,253,170,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,274300
1374,20,0,0,1,0,0,11400,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,2001,2002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,705,5,3,0,1,0,0,0,270,1282,0,1351,2633,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2633,0,0,2633,1,0,2,1,2,1,0,0,0,8,0,0,0,0,0,1,2,804,9,0,1,314,140,0,0,0,0,0,3,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,466500
1375,60,1,0,0,0,85,10625,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2005,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,1026,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1026,932,0,1958,0,0,2,1,3,1,0,1,0,9,0,0,0,0,0,1,1,936,9,0,1,154,210,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,250000
1376,20,0,0,1,0,89,10991,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,4,3,0,1,0,0,0,36,0,0,1571,1571,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1571,0,0,1571,0,0,2,0,3,1,0,1,0,7,0,0,0,0,0,1,1,722,9,0,1,100,36,0,0,0,0,0,12,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,239000
1377,30,0,0,1,0,52,6292,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1930,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,36,384,0,384,768,1,0,0,0,0,0,0,0,1,0,0,0,0,1,790,0,0,790,0,0,1,0,2,1,0,0,1,4,0,0,0,0,0,1,0,160,6,0,1,0,141,0,0,0,0,0,4,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,91000
1378,50,0,0,1,0,60,10998,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1941,1960,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,408,420,156,984,1,0,0,0,0,0,0,0,0,1,0,0,0,1,984,620,0,1604,0,0,2,0,3,1,0,0,1,6,0,0,1,0,0,0,0,660,9,0,1,0,68,0,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,117000
1379,160,0,0,0,1,21,1953,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,5,1973,1973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408,3,3,1,0,0,0,0,0,309,0,174,483,1,0,0,0,0,0,0,0,1,1,0,0,0,1,483,504,0,987,0,0,1,1,2,1,0,0,1,5,0,0,0,0,0,1,0,264,9,0,1,72,0,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,83000
